"Versie";"Habitattype";"Habitatsubtype";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"Maximumwaarde";"AnalyseVariabele";"Eenheid";"TypeVariabele";"Invoertype";"Invoerwaarde";"TaxongroepId";"TaxongroepNaam";"Studiegroepnaam";"Studielijstnaam";"Studiewaarde";"SubAnalyseVariabele";"SubEenheid";"TypeSubVariabele";"SubReferentiewaarde";"SubOperator";"SubInvoertype";"SubInvoerwaarde"
"Versie 2.0";"7230";"7230";"Verstoring";"verruiging";"B: < 10%";"1";"zb";"739";"1928";"1928";"bedekking verruiging nutriëntentoename";"10";"<";"1,00";"bedekking";"%";"Percentage";NA;"NA";"611";"verruiging";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Verstoring";"verruiging";"A: < 10%";"2";"zb";"740";"1927";"1927";"bedekking verruiging nutriëntentoename";"10";"<";"1,00";"bedekking";"%";"Percentage";NA;"NA";"611";"verruiging";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Structuur";"(korst)moslaag";"A: > 30% excl. veenmos";"2";"b";"761";"1157";"1157";"bedekking mossen excl. veenmos";"30";">";"1,00";"bedekking";"%";"Percentage";NA;"NA";"665";"Lijst van alle mossen exclusief Sphagnum";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Structuur";"(korst)moslaag";"B: 10-30% excl. veenmos";"1";"b";"762";"1156";"1156";"bedekking mossen excl. veenmos";"10";">=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"665";"Lijst van alle mossen exclusief Sphagnum";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"verzuring";"<= 30%";"1";"zb";"1467";"2047";"2047";"bedekking verzuring";"30";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"656";"verzuring";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"verbossing";"<= 10%";"1";"zb";"1479";"1576";"1576";"bedekking verbossing";"10";"<=";"1,00";"bedekkingLaagExcl";"%";"Percentage";NA;"NA";"1014";NA;"boom- en struiklaag";"vegetatielaag";"boom- en struiklaag, boomlaag, struiklaag";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Structuur";"zuurstof";"nergens of sporadisch duidelijke H2S geur";"1";"zb";"1470";"2631";"2631";"voorkomen H2S geur";"ZS";"<=";"1,00";"meting";NA;"Categorie";"BEHEERMONITORINGSSCHAAL2017";"B, B2, B4, B8, BR, D, D2, D4, D8, HB, HB2, HB4, HB8, HBR, KB, KB2, KB4, KB8, KBR, S, S2, S4, S8, SR, T, T2, T4, T8, TR, WT, WT2, WT4, WT8, WTR, ZS, ZS2, ZS4, ZS8, ZSR";NA;NA;"50H2S geur";"50H2S geur";"H2S geur";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"structuurschade";"structuurschade < 10%";"1";"b";"1482";"1456";"1456";"bedekking structuurschade";"10";"<=";"1,00";"meting_bedekking";NA;"Decimaal getal";NA;"NA";NA;NA;"50structuurschade";"50structuurschade";"structuurschade";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Structuur";"(korst)moslaag";">= 10 % excl. veenmos";"1";"b";"1471";"1154";"1154";"bedekking mossen excl. veenmos";"10";">=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"665";"Lijst van alle mossen exclusief Sphagnum";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"verruiging";"<= 30%";"1";"zb";"1475";"1913";"1913";"bedekking verruiging";"30";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"560";"verruiging";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"invasieve exoten";"afwezig";"1";"zb";"1490";"936";"936";"bedekking invasieve exoten";"0";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"233";"invasieve exoten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"strooisellaag";"<= 30%";"1";"b";"1486";"1431";"1431";"bedekking strooisellaag";"30";"<=";"1,00";"meting_bedekking";NA;"Decimaal getal";NA;"NA";NA;NA;"50strooisellaag";"50strooisellaag";"strooisellaag";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"vergrassing";"<= 30%";"1";"zb";"1487";"1680";"1680";"bedekking vergrassing";"30";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"510";"sleutelsoort_Molinia";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"eutrofiëring";"<= 10%";"1";"zb";"1483";"837";"837";"bedekking eutrofiëring";"10";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"158";"eutrofiÃ«ring";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Structuur";"lage schijngrassen";"bedekking door lage schijngrassen >= 50%";"1";"b";"1474";"1118";"1118";"bedekking lage schijngrassen";"50";">=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"316";"Lijst lage schijngrassen";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Verstoring";"vermossing";"<=10%";"1";"zb";"2154";"1767";"1767";"bedekking vermossing";"10";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"542";"moslaag";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Verstoring";"verruiging door beheer";"B: 10-30%";"1";NA;"2281";"1925";"1925";"bedekking verruiging beheer";"30";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"560";"verruiging";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Verstoring";"verruiging door beheer";"A: < 10%";"2";NA;"2282";"1926";"1926";"bedekking verruiging beheer";"10";"<";"1,00";"bedekking";"%";"Percentage";NA;"NA";"560";"verruiging";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Vegetatie";"sleutelsoorten";"A: > 7";"2";"b";"741";"341";"341";"aantal sleutelsoorten";"7";">";"21,00";"aantal";NA;"Geheel getal";NA;"NA";"484";"sleutelsoorten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Vegetatie";"sleutelsoorten";"B: 3-7";"1";"b";"742";"339";"339";"aantal sleutelsoorten";"3";">=";"9,00";"aantal";NA;"Geheel getal";NA;"NA";"484";"sleutelsoorten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Vegetatie";"bedekking sleutelsoorten";"B: 30-50%";"1";"b";"751";"1321";"1321";"bedekking sleutelsoorten";"30";">=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"484";"sleutelsoorten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"7230";"7230";"Vegetatie";"bedekking sleutelsoorten";"A: > 50%";"2";"b";"752";"1322";"1322";"bedekking sleutelsoorten";"50";">";"1,00";"bedekking";"%";"Percentage";NA;"NA";"484";"sleutelsoorten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Vegetatie";"sleutelsoorten";">= 3";"1";"b";"1466";"335";"335";"aantal sleutelsoorten";"3";">=";"9,00";"aantal";NA;"Geheel getal";NA;"NA";"369";"sleutelsoorten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"7230";"7230";"Vegetatie";"bedekking sleutelsoorten";">= 30%";"1";"b";"1478";"1335";"1335";"bedekking sleutelsoorten";"30";">=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"369";"sleutelsoorten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"minimum structuurareaal";"B: >= MSA";"1";"zb";"767";"2408";"2408";"MSA";"40";">=";"120,00";"meting_opp_ha";"ha";"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"minimum structuurareaal";"A: >= MSA";"2";"zb";"768";"2410";"2410";"MSA";"40";">=";"120,00";"meting_opp_ha";"ha";"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"aandeel dood hout";"A: > 10%";"2";"b";"769";"59";"59";"aandeel dood hout";"10";">";"1,00";"meting_perc";"%";"Percentage";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"aandeel dood hout";"B: 4-10%";"1";"b";"770";"60";"60";"aandeel dood hout";"4";">=";"1,00";"meting_perc";"%";"Percentage";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"B: 1-3 exemplaren/ha of > 3, maar diameterverdeling lager dan die van de levende bomen";"1";"zb";"771";"168";"168";"aantal exemplaren dik dood hout per ha";"1";">=";"3,00";"meting";NA;"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"A: > 3 exemplaren/ha en diameterverdeling overeenkomstig of hoger dan die van de levende bomen";"2";"zb";"772";"172 AND 2142";"172";"aantal exemplaren dik dood hout per ha";"3";">";"9,00";"meting";NA;"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"A: > 3 exemplaren/ha en diameterverdeling overeenkomstig of hoger dan die van de levende bomen";"2";"zb";"772";"172 AND 2142";"2142";"diameterverdeling";"1";"=";"1,00";"meting";NA;"Ja/nee";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"bosconstantie";"B: 100-200 jaar";"1";"zb";"775";"2093";"2093";"bosconstantie";"100";">=";"250,00";"meting";NA;"Geheel getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"bosconstantie";"A: > 200 jaar";"2";"zb";"776";"2091";"2091";"bosconstantie";"200";">";"250,00";"meting";NA;"Geheel getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Verstoring";"invasieve exoten";"A: = 0 %";"2";"b";"777";"937";"937";"bedekking invasieve exoten";"0";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"234";"invasieve exoten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Verstoring";"invasieve exoten";"B: < 10 %";"1";"b";"778";"953";"953";"bedekking invasieve exoten";"10";"<";"1,00";"bedekking";"%";"Percentage";NA;"NA";"234";"invasieve exoten";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Verstoring";"ruderalisering";"A: = 0%";"2";"zb";"773";"1264";"1264";"bedekking ruderalisering";"0";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"304";"ruderalisering";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Verstoring";"ruderalisering";"B: < 10%";"1";"zb";"774";"1262";"1262";"bedekking ruderalisering";"10";"<";"1,00";"bedekking";"%";"Percentage";NA;"NA";"304";"ruderalisering";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"verticale structuur";"A: alle vegetatielagen abundant aanwezig";"2";"b";"765";"660";"660";"aantal vegetatielagen abundant aanwezig";"3";">=";"3,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50boomlaag&100struiklaag&150kruidlaag (incl. moslaag)";"vegetatielaag";"boomlaag, struiklaag, kruidlaag (incl. moslaag)";"bedekking";NA;"Categorie";"a";">=";"TANSLEY IHD";"A, CD, D, F, LA, LCD, LD, LF, LO, LR, LS, O, R, RA, RCD, RD, RF, RO, RR, RS, S, lf"
"Versie 2.0";"9110";"9110";"Structuur";"verticale structuur";"B: alle vegetatielagen aanwezig, minstens 1 minder dan abundant";"1";"b";"766";"646";"646";"aantal vegetatielagen aanwezig";"3";">=";"3,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50boomlaag&100struiklaag&150kruidlaag (incl. moslaag)";"vegetatielaag";"boomlaag, struiklaag, kruidlaag (incl. moslaag)";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Verstoring";"verruiging";"B: 10-30%";"1";"zb";"779";"1915";"1915";"bedekking verruiging";"30";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"613";"verruiging";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Verstoring";"verruiging";"A: < 10%";"2";"zb";"780";"1914";"1914";"bedekking verruiging";"10";"<";"1,00";"bedekking";"%";"Percentage";NA;"NA";"613";"verruiging";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"A: ongelijkjarig en gemengd of ingrepen op kleine schaal (tot 0,3 ha) cfr. plenterslagstructuur";"2";"b";"1637";"2453 OR 2553";"2453";"natuurlijke mozaïekstructuur";"1";"=";"1,00";"meting";NA;"Ja/nee";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"A: ongelijkjarig en gemengd of ingrepen op kleine schaal (tot 0,3 ha) cfr. plenterslagstructuur";"2";"b";"1637";"2453 OR 2553";"2553";"schaalgrootte ingrepen (ha)";"0,3";"<";"0,90";"meting_opp_ha";"ha";"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"B: mozaïekstructuur met grootte-orde 0,3-1 ha, cfr. femelslagstructuur";"1";"b";"1638";"2451 OR 2555";"2451";"natuurlijke mozaïekstructuur";"1";"=";"1,00";"meting";NA;"Ja/nee";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"B: mozaïekstructuur met grootte-orde 0,3-1 ha, cfr. femelslagstructuur";"1";"b";"1638";"2451 OR 2555";"2555";"schaalgrootte ingrepen (ha)";"1";"<";"3,00";"meting_opp_ha";"ha";"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Verstoring";"verruiging";"de bedekking van de verstoringsindicatoren is lager dan de grenswaarde:;Alle onderstaande soorten samen: <=50% EN Braam sp.: <=50%; Brede stekelvaren en Witbol samen: <=10%; Vlier, Grote brandnetel en Kleefkruid samen: <=10%; Waterpeper, Pitrus en IJle zegge samen: <=10%";"1";"zb";"1818";"1978 AND ((1949 AND 1983) AND (2018 AND 2002))";"1949";"bedekking verruiging totaal";"50";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"612";"verruiging";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Verstoring";"verruiging";"de bedekking van de verstoringsindicatoren is lager dan de grenswaarde:;Alle onderstaande soorten samen: <=50% EN Braam sp.: <=50%; Brede stekelvaren en Witbol samen: <=10%; Vlier, Grote brandnetel en Kleefkruid samen: <=10%; Waterpeper, Pitrus en IJle zegge samen: <=10%";"1";"zb";"1818";"1978 AND ((1949 AND 1983) AND (2018 AND 2002))";"2018";"bedekking verruiging-subgroep vermesting";"10";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"575";"verruiging sublijst 2";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Verstoring";"verruiging";"de bedekking van de verstoringsindicatoren is lager dan de grenswaarde:;Alle onderstaande soorten samen: <=50% EN Braam sp.: <=50%; Brede stekelvaren en Witbol samen: <=10%; Vlier, Grote brandnetel en Kleefkruid samen: <=10%; Waterpeper, Pitrus en IJle zegge samen: <=10%";"1";"zb";"1818";"1978 AND ((1949 AND 1983) AND (2018 AND 2002))";"1978";"bedekking verruiging-subgroep bodemverdichting";"10";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"590";"verruiging sublijst 2";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Verstoring";"verruiging";"de bedekking van de verstoringsindicatoren is lager dan de grenswaarde:;Alle onderstaande soorten samen: <=50% EN Braam sp.: <=50%; Brede stekelvaren en Witbol samen: <=10%; Vlier, Grote brandnetel en Kleefkruid samen: <=10%; Waterpeper, Pitrus en IJle zegge samen: <=10%";"1";"zb";"1818";"1978 AND ((1949 AND 1983) AND (2018 AND 2002))";"1983";"bedekking verruiging-subgroep bramen";"50";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"570";"Aanvullende soort Rubus";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Verstoring";"verruiging";"de bedekking van de verstoringsindicatoren is lager dan de grenswaarde:;Alle onderstaande soorten samen: <=50% EN Braam sp.: <=50%; Brede stekelvaren en Witbol samen: <=10%; Vlier, Grote brandnetel en Kleefkruid samen: <=10%; Waterpeper, Pitrus en IJle zegge samen: <=10%";"1";"zb";"1818";"1978 AND ((1949 AND 1983) AND (2018 AND 2002))";"2002";"bedekking verruiging-subgroep ruderalisering";"10";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"304";"ruderalisering";NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Structuur";"verticale structuur";"alle vegetatielagen minstens talrijk aanwezig";"1";"b";"1831";"675";"675";"aantal vegetatielagen talrijk aanwezig";"3";">=";"3,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50boomlaag&100struiklaag&150kruidlaag (incl. moslaag)";"vegetatielaag";"boomlaag, struiklaag, kruidlaag (incl. moslaag)";"bedekking";NA;"Categorie";"T";">=";"BEHEERMONITORINGSSCHAAL2017";"B, B2, B4, B8, BR, D, D2, D4, D8, HB, HB2, HB4, HB8, HBR, KB, KB2, KB4, KB8, KBR, S, S2, S4, S8, SR, T, T2, T4, T8, TR, WT, WT2, WT4, WT8, WTR, ZS, ZS2, ZS4, ZS8, ZSR"
"Versie 3";"9110";"9110";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"ongelijkjarig gemengd OF ingrepen op kleine schaal (tot 0,3 ha) cfr. Plenterslagstructuur OF mozaïekstructuur met grootte-orde 0,3-1 ha, cfr. femelslagstructuur";"1";"b";"1830";"2559 OR 2448";"2559";"schaalgrootte ingrepen (ha)";"1";"<";"3,00";"meting_opp_ha";"ha";"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"ongelijkjarig gemengd OF ingrepen op kleine schaal (tot 0,3 ha) cfr. Plenterslagstructuur OF mozaïekstructuur met grootte-orde 0,3-1 ha, cfr. femelslagstructuur";"1";"b";"1830";"2559 OR 2448";"2448";"natuurlijke mozaïekstructuur";"1";"=";"1,00";"meting";NA;"Ja/nee";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Structuur";"aandeel dood hout";">= 4%";"1";"b";"1823";"56";"56";"aandeel dood hout";"4";">=";"1,00";"meting_perc";"%";"Percentage";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Structuur";"bosconstantie";">= 100 jaar";"1";"zb";"1826";"2094";"2094";"bosconstantie";"100";">=";"250,00";"meting";NA;"Geheel getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";">= 1 exemplaar/ha";"1";"zb";"1827";"164";"164";"aantal exemplaren dik dood hout per ha";"1";">=";"3,00";"meting";NA;"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Structuur";"minimum structuurareaal";">= MSA";"1";"zb";"1834";"2427";"2427";"MSA";"40";">=";"120,00";"meting_opp_ha";"ha";"Decimaal getal";NA;"NA";NA;NA;NA;NA;"NA";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Verstoring";"invasieve exoten van de boom- en struiklaag";"<= 10% bedekking";"1";"b";"2175";"1055";"1055";"bedekking invasieve exoten boom- en struiklaag";"10";"<=";"1,00";"bedekking";"%";"Percentage";NA;"NA";"211";"invasieve exoten van de boom- en struiklaag";"boom- en struiklaag";"vegetatielaag";"boom- en struiklaag, boomlaag, struiklaag";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"klasse 7 aanwezig OF >= 3 groeiklassen aanwezig";"1";"b";"1835";"226 OR 2254";"226";"aantal groeiklassen aanwezig";"3";">=";"7,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50groeiklasse 1&100groeiklasse 2&150groeiklasse 3&200groeiklasse 4&250groeiklasse 5&300groeiklasse 6&350groeiklasse 7";"groeiklassen bomen";"groeiklasse 1, groeiklasse 2, groeiklasse 3, groeiklasse 4, groeiklasse 5, groeiklasse 6, groeiklasse 7";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"klasse 7 aanwezig OF >= 3 groeiklassen aanwezig";"1";"b";"1835";"226 OR 2254";"2254";"groeiklasse 7 aanwezig";"1";">=";"1,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50groeiklasse 7";"groeiklassen bomen";"groeiklasse 7";NA;NA;NA;NA;NA;NA;"NA"
"Versie 3";"9110";"9110";"Verstoring";"invasieve exoten van de kruidlaag";"hoogstens zeer schaars";"1";"zb";"2177";"1075";"1075";"bedekking invasieve exoten kruidlaag";"ZS";"<=";"1,00";"bedekking";NA;"Categorie";"BEHEERMONITORINGSSCHAAL2017";"B, B2, B4, B8, BR, D, D2, D4, D8, HB, HB2, HB4, HB8, HBR, KB, KB2, KB4, KB8, KBR, S, S2, S4, S8, SR, T, T2, T4, T8, TR, WT, WT2, WT4, WT8, WTR, ZS, ZS2, ZS4, ZS8, ZSR";"205";"invasieve exoten van de kruidlaag";"kruidlaag";"vegetatielaag";"kruidlaag";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"B: 3 of meer groeiklassen aanwezig en klasse;7 afwezig of minder dan 3 groeiklassen;aanwezig en klasse 7 aanwezig";"1";"b";"1747";"238 OR 2253";"238";"aantal groeiklassen aanwezig";"3";">=";"7,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50groeiklasse 1&50groeiklasse 2&50groeiklasse 3&50groeiklasse 4&50groeiklasse 5&50groeiklasse 6&50groeiklasse 7";"groeiklassen bomen";"groeiklasse 1, groeiklasse 2, groeiklasse 3, groeiklasse 4, groeiklasse 5, groeiklasse 6, groeiklasse 7";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"B: 3 of meer groeiklassen aanwezig en klasse;7 afwezig of minder dan 3 groeiklassen;aanwezig en klasse 7 aanwezig";"1";"b";"1747";"238 OR 2253";"2253";"groeiklasse 7 aanwezig";"1";">=";"1,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50groeiklasse 7";"groeiklassen bomen";"groeiklasse 7";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"A: 3 of meer groeiklassen aanwezig en;groeiklasse 7 aanwezig";"2";"b";"1748";"266 OR 2251";"266";"aantal groeiklassen aanwezig";"3";">=";"7,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50groeiklasse 1&50groeiklasse 2&50groeiklasse 3&50groeiklasse 4&50groeiklasse 5&50groeiklasse 6&50groeiklasse 7";"groeiklassen bomen";"groeiklasse 1, groeiklasse 2, groeiklasse 3, groeiklasse 4, groeiklasse 5, groeiklasse 6, groeiklasse 7";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"A: 3 of meer groeiklassen aanwezig en;groeiklasse 7 aanwezig";"2";"b";"1748";"266 OR 2251";"2251";"groeiklasse 7 aanwezig";"1";">=";"1,00";"aantal";NA;"Geheel getal";NA;"NA";NA;NA;"50groeiklasse 7";"groeiklassen bomen";"groeiklasse 7";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"B: >= 70 en < 90% grondvlak, of >= 90% met slechts 1 soort die minstens 10% inneemt (b.v. homogene beuken-of eikenbestanden)";"1";"b";"783";"2292";"2292";"grondvlak sleutelsoorten boom- en struiklaag";"70";">=";"1,00";"aandeel";"%";"Percentage";NA;"NA";"20";"sleutelsoorten van de boom- en struiklaag";"boom- en struiklaag";"vegetatielaag";"boom- en struiklaag, boomlaag, struiklaag";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"A: >= 90% grondvlak waarvan 2 of meer boomsoorten minstens 10% innemen";"2";"b";"784";"2305 AND 587";"2305";"grondvlak sleutelsoorten boom- en struiklaag";"90";">=";"1,00";"aandeel";"%";"Percentage";NA;"NA";"20";"sleutelsoorten van de boom- en struiklaag";"boom- en struiklaag";"vegetatielaag";"boom- en struiklaag, boomlaag, struiklaag";NA;NA;NA;NA;NA;NA;"NA"
"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"A: >= 90% grondvlak waarvan 2 of meer boomsoorten minstens 10% innemen";"2";"b";"784";"2305 AND 587";"587";"aantal sleutelsoorten met 10% grondvlak";"2";">=";"6,00";"aantal";NA;"Geheel getal";NA;"NA";"20";"sleutelsoorten van de boom- en struiklaag";NA;NA;"NA";"aandeel";"%";"Percentage";"10";">=";NA;"NA"
